Dex,Name,poke_links,Generation,Image URL
32,Nidoran♂,https://pokemondb.net/pokedex/nidoran-m,1.0,https://img.pokemondb.net/artwork/large/nidoran-m.jpg
33,Nidorino,https://pokemondb.net/pokedex/nidorino,1.0,https://img.pokemondb.net/artwork/large/nidorino.jpg
34,Nidoking,https://pokemondb.net/pokedex/nidoking,1.0,https://img.pokemondb.net/artwork/large/nidoking.jpg
35,Clefairy,https://pokemondb.net/pokedex/clefairy,1.0,https://img.pokemondb.net/artwork/large/clefairy.jpg
36,Clefable,https://pokemondb.net/pokedex/clefable,1.0,https://img.pokemondb.net/artwork/large/clefable.jpg
37,Vulpix,https://pokemondb.net/pokedex/vulpix,1.0,https://img.pokemondb.net/artwork/large/vulpix.jpg
38,Ninetales,https://pokemondb.net/pokedex/ninetales,1.0,https://img.pokemondb.net/artwork/large/ninetales.jpg
39,Jigglypuff,https://pokemondb.net/pokedex/jigglypuff,1.0,https://img.pokemondb.net/artwork/large/jigglypuff.jpg
40,Wigglytuff,https://pokemondb.net/pokedex/wigglytuff,1.0,https://img.pokemondb.net/artwork/large/wigglytuff.jpg
41,Zubat,https://pokemondb.net/pokedex/zubat,1.0,https://img.pokemondb.net/artwork/large/zubat.jpg
42,Golbat,https://pokemondb.net/pokedex/golbat,1.0,https://img.pokemondb.net/artwork/large/golbat.jpg
43,Oddish,https://pokemondb.net/pokedex/oddish,1.0,https://img.pokemondb.net/artwork/large/oddish.jpg
44,Gloom,https://pokemondb.net/pokedex/gloom,1.0,https://img.pokemondb.net/artwork/large/gloom.jpg
45,Vileplume,https://pokemondb.net/pokedex/vileplume,1.0,https://img.pokemondb.net/artwork/large/vileplume.jpg
46,Paras,https://pokemondb.net/pokedex/paras,1.0,https://img.pokemondb.net/artwork/large/paras.jpg
47,Parasect,https://pokemondb.net/pokedex/parasect,1.0,https://img.pokemondb.net/artwork/large/parasect.jpg
48,Venonat,https://pokemondb.net/pokedex/venonat,1.0,https://img.pokemondb.net/artwork/large/venonat.jpg
49,Venomoth,https://pokemondb.net/pokedex/venomoth,1.0,https://img.pokemondb.net/artwork/large/venomoth.jpg
50,Diglett,https://pokemondb.net/pokedex/diglett,1.0,https://img.pokemondb.net/artwork/large/diglett.jpg
51,Dugtrio,https://pokemondb.net/pokedex/dugtrio,1.0,https://img.pokemondb.net/artwork/large/dugtrio.jpg
52,Meowth,https://pokemondb.net/pokedex/meowth,1.0,https://img.pokemondb.net/artwork/large/meowth.jpg
53,Persian,https://pokemondb.net/pokedex/persian,1.0,https://img.pokemondb.net/artwork/large/persian.jpg
54,Psyduck,https://pokemondb.net/pokedex/psyduck,1.0,https://img.pokemondb.net/artwork/large/psyduck.jpg
55,Golduck,https://pokemondb.net/pokedex/golduck,1.0,https://img.pokemondb.net/artwork/large/golduck.jpg
56,Mankey,https://pokemondb.net/pokedex/mankey,1.0,https://img.pokemondb.net/artwork/large/mankey.jpg
57,Primeape,https://pokemondb.net/pokedex/primeape,1.0,https://img.pokemondb.net/artwork/large/primeape.jpg
58,Growlithe,https://pokemondb.net/pokedex/growlithe,1.0,https://img.pokemondb.net/artwork/large/growlithe.jpg
59,Arcanine,https://pokemondb.net/pokedex/arcanine,1.0,https://img.pokemondb.net/artwork/large/arcanine.jpg
60,Poliwag,https://pokemondb.net/pokedex/poliwag,1.0,https://img.pokemondb.net/artwork/large/poliwag.jpg
61,Poliwhirl,https://pokemondb.net/pokedex/poliwhirl,1.0,https://img.pokemondb.net/artwork/large/poliwhirl.jpg
62,Poliwrath,https://pokemondb.net/pokedex/poliwrath,1.0,https://img.pokemondb.net/artwork/large/poliwrath.jpg
63,Abra,https://pokemondb.net/pokedex/abra,1.0,https://img.pokemondb.net/artwork/large/abra.jpg
64,Kadabra,https://pokemondb.net/pokedex/kadabra,1.0,https://img.pokemondb.net/artwork/large/kadabra.jpg
65,Alakazam,https://pokemondb.net/pokedex/alakazam,1.0,https://img.pokemondb.net/artwork/large/alakazam.jpg
66,Machop,https://pokemondb.net/pokedex/machop,1.0,https://img.pokemondb.net/artwork/large/machop.jpg
67,Machoke,https://pokemondb.net/pokedex/machoke,1.0,https://img.pokemondb.net/artwork/large/machoke.jpg
68,Machamp,https://pokemondb.net/pokedex/machamp,1.0,https://img.pokemondb.net/artwork/large/machamp.jpg
69,Bellsprout,https://pokemondb.net/pokedex/bellsprout,1.0,https://img.pokemondb.net/artwork/large/bellsprout.jpg
70,Weepinbell,https://pokemondb.net/pokedex/weepinbell,1.0,https://img.pokemondb.net/artwork/large/weepinbell.jpg
71,Victreebel,https://pokemondb.net/pokedex/victreebel,1.0,https://img.pokemondb.net/artwork/large/victreebel.jpg
72,Tentacool,https://pokemondb.net/pokedex/tentacool,1.0,https://img.pokemondb.net/artwork/large/tentacool.jpg
73,Tentacruel,https://pokemondb.net/pokedex/tentacruel,1.0,https://img.pokemondb.net/artwork/large/tentacruel.jpg
74,Geodude,https://pokemondb.net/pokedex/geodude,1.0,https://img.pokemondb.net/artwork/large/geodude.jpg
75,Graveler,https://pokemondb.net/pokedex/graveler,1.0,https://img.pokemondb.net/artwork/large/graveler.jpg
76,Golem,https://pokemondb.net/pokedex/golem,1.0,https://img.pokemondb.net/artwork/large/golem.jpg
77,Ponyta,https://pokemondb.net/pokedex/ponyta,1.0,https://img.pokemondb.net/artwork/large/ponyta.jpg
78,Rapidash,https://pokemondb.net/pokedex/rapidash,1.0,https://img.pokemondb.net/artwork/large/rapidash.jpg
79,Slowpoke,https://pokemondb.net/pokedex/slowpoke,1.0,https://img.pokemondb.net/artwork/large/slowpoke.jpg
80,Slowbro,https://pokemondb.net/pokedex/slowbro,1.0,https://img.pokemondb.net/artwork/large/slowbro.jpg
81,Magnemite,https://pokemondb.net/pokedex/magnemite,1.0,https://img.pokemondb.net/artwork/large/magnemite.jpg
82,Magneton,https://pokemondb.net/pokedex/magneton,1.0,https://img.pokemondb.net/artwork/large/magneton.jpg
83,Farfetch'd,https://pokemondb.net/pokedex/farfetchd,1.0,https://img.pokemondb.net/artwork/large/farfetchd.jpg
84,Doduo,https://pokemondb.net/pokedex/doduo,1.0,https://img.pokemondb.net/artwork/large/doduo.jpg
85,Dodrio,https://pokemondb.net/pokedex/dodrio,1.0,https://img.pokemondb.net/artwork/large/dodrio.jpg
86,Seel,https://pokemondb.net/pokedex/seel,1.0,https://img.pokemondb.net/artwork/large/seel.jpg
87,Dewgong,https://pokemondb.net/pokedex/dewgong,1.0,https://img.pokemondb.net/artwork/large/dewgong.jpg
88,Grimer,https://pokemondb.net/pokedex/grimer,1.0,https://img.pokemondb.net/artwork/large/grimer.jpg
89,Muk,https://pokemondb.net/pokedex/muk,1.0,https://img.pokemondb.net/artwork/large/muk.jpg
90,Shellder,https://pokemondb.net/pokedex/shellder,1.0,https://img.pokemondb.net/artwork/large/shellder.jpg
91,Cloyster,https://pokemondb.net/pokedex/cloyster,1.0,https://img.pokemondb.net/artwork/large/cloyster.jpg
92,Gastly,https://pokemondb.net/pokedex/gastly,1.0,https://img.pokemondb.net/artwork/large/gastly.jpg
93,Haunter,https://pokemondb.net/pokedex/haunter,1.0,https://img.pokemondb.net/artwork/large/haunter.jpg
94,Gengar,https://pokemondb.net/pokedex/gengar,1.0,https://img.pokemondb.net/artwork/large/gengar.jpg
95,Onix,https://pokemondb.net/pokedex/onix,1.0,https://img.pokemondb.net/artwork/large/onix.jpg
96,Drowzee,https://pokemondb.net/pokedex/drowzee,1.0,https://img.pokemondb.net/artwork/large/drowzee.jpg
97,Hypno,https://pokemondb.net/pokedex/hypno,1.0,https://img.pokemondb.net/artwork/large/hypno.jpg
98,Krabby,https://pokemondb.net/pokedex/krabby,1.0,https://img.pokemondb.net/artwork/large/krabby.jpg
99,Kingler,https://pokemondb.net/pokedex/kingler,1.0,https://img.pokemondb.net/artwork/large/kingler.jpg
100,Voltorb,https://pokemondb.net/pokedex/voltorb,1.0,https://img.pokemondb.net/artwork/large/voltorb.jpg
101,Electrode,https://pokemondb.net/pokedex/electrode,1.0,https://img.pokemondb.net/artwork/large/electrode.jpg
102,Exeggcute,https://pokemondb.net/pokedex/exeggcute,1.0,https://img.pokemondb.net/artwork/large/exeggcute.jpg
103,Exeggutor,https://pokemondb.net/pokedex/exeggutor,1.0,https://img.pokemondb.net/artwork/large/exeggutor.jpg
104,Cubone,https://pokemondb.net/pokedex/cubone,1.0,https://img.pokemondb.net/artwork/large/cubone.jpg
105,Marowak,https://pokemondb.net/pokedex/marowak,1.0,https://img.pokemondb.net/artwork/large/marowak.jpg
106,Hitmonlee,https://pokemondb.net/pokedex/hitmonlee,1.0,https://img.pokemondb.net/artwork/large/hitmonlee.jpg
107,Hitmonchan,https://pokemondb.net/pokedex/hitmonchan,1.0,https://img.pokemondb.net/artwork/large/hitmonchan.jpg
108,Lickitung,https://pokemondb.net/pokedex/lickitung,1.0,https://img.pokemondb.net/artwork/large/lickitung.jpg
109,Koffing,https://pokemondb.net/pokedex/koffing,1.0,https://img.pokemondb.net/artwork/large/koffing.jpg
110,Weezing,https://pokemondb.net/pokedex/weezing,1.0,https://img.pokemondb.net/artwork/large/weezing.jpg
111,Rhyhorn,https://pokemondb.net/pokedex/rhyhorn,1.0,https://img.pokemondb.net/artwork/large/rhyhorn.jpg
112,Rhydon,https://pokemondb.net/pokedex/rhydon,1.0,https://img.pokemondb.net/artwork/large/rhydon.jpg
113,Chansey,https://pokemondb.net/pokedex/chansey,1.0,https://img.pokemondb.net/artwork/large/chansey.jpg
114,Tangela,https://pokemondb.net/pokedex/tangela,1.0,https://img.pokemondb.net/artwork/large/tangela.jpg
115,Kangaskhan,https://pokemondb.net/pokedex/kangaskhan,1.0,https://img.pokemondb.net/artwork/large/kangaskhan.jpg
116,Horsea,https://pokemondb.net/pokedex/horsea,1.0,https://img.pokemondb.net/artwork/large/horsea.jpg
117,Seadra,https://pokemondb.net/pokedex/seadra,1.0,https://img.pokemondb.net/artwork/large/seadra.jpg
118,Goldeen,https://pokemondb.net/pokedex/goldeen,1.0,https://img.pokemondb.net/artwork/large/goldeen.jpg
119,Seaking,https://pokemondb.net/pokedex/seaking,1.0,https://img.pokemondb.net/artwork/large/seaking.jpg
120,Staryu,https://pokemondb.net/pokedex/staryu,1.0,https://img.pokemondb.net/artwork/large/staryu.jpg
121,Starmie,https://pokemondb.net/pokedex/starmie,1.0,https://img.pokemondb.net/artwork/large/starmie.jpg
122,Mr. Mime,https://pokemondb.net/pokedex/mr-mime,1.0,https://img.pokemondb.net/artwork/large/mr-mime.jpg
123,Scyther,https://pokemondb.net/pokedex/scyther,1.0,https://img.pokemondb.net/artwork/large/scyther.jpg
124,Jynx,https://pokemondb.net/pokedex/jynx,1.0,https://img.pokemondb.net/artwork/large/jynx.jpg
125,Electabuzz,https://pokemondb.net/pokedex/electabuzz,1.0,https://img.pokemondb.net/artwork/large/electabuzz.jpg
126,Magmar,https://pokemondb.net/pokedex/magmar,1.0,https://img.pokemondb.net/artwork/large/magmar.jpg
127,Pinsir,https://pokemondb.net/pokedex/pinsir,1.0,https://img.pokemondb.net/artwork/large/pinsir.jpg
128,Tauros,https://pokemondb.net/pokedex/tauros,1.0,https://img.pokemondb.net/artwork/large/tauros.jpg
129,Magikarp,https://pokemondb.net/pokedex/magikarp,1.0,https://img.pokemondb.net/artwork/large/magikarp.jpg
130,Gyarados,https://pokemondb.net/pokedex/gyarados,1.0,https://img.pokemondb.net/artwork/large/gyarados.jpg
131,Lapras,https://pokemondb.net/pokedex/lapras,1.0,https://img.pokemondb.net/artwork/large/lapras.jpg
132,Ditto,https://pokemondb.net/pokedex/ditto,1.0,https://img.pokemondb.net/artwork/large/ditto.jpg
133,Eevee,https://pokemondb.net/pokedex/eevee,1.0,https://img.pokemondb.net/artwork/large/eevee.jpg
134,Vaporeon,https://pokemondb.net/pokedex/vaporeon,1.0,https://img.pokemondb.net/artwork/large/vaporeon.jpg
135,Jolteon,https://pokemondb.net/pokedex/jolteon,1.0,https://img.pokemondb.net/artwork/large/jolteon.jpg
136,Flareon,https://pokemondb.net/pokedex/flareon,1.0,https://img.pokemondb.net/artwork/large/flareon.jpg
137,Porygon,https://pokemondb.net/pokedex/porygon,1.0,https://img.pokemondb.net/artwork/large/porygon.jpg
138,Omanyte,https://pokemondb.net/pokedex/omanyte,1.0,https://img.pokemondb.net/artwork/large/omanyte.jpg
139,Omastar,https://pokemondb.net/pokedex/omastar,1.0,https://img.pokemondb.net/artwork/large/omastar.jpg
140,Kabuto,https://pokemondb.net/pokedex/kabuto,1.0,https://img.pokemondb.net/artwork/large/kabuto.jpg
141,Kabutops,https://pokemondb.net/pokedex/kabutops,1.0,https://img.pokemondb.net/artwork/large/kabutops.jpg
142,Aerodactyl,https://pokemondb.net/pokedex/aerodactyl,1.0,https://img.pokemondb.net/artwork/large/aerodactyl.jpg
143,Snorlax,https://pokemondb.net/pokedex/snorlax,1.0,https://img.pokemondb.net/artwork/large/snorlax.jpg
144,Articuno,https://pokemondb.net/pokedex/articuno,1.0,https://img.pokemondb.net/artwork/large/articuno.jpg
145,Zapdos,https://pokemondb.net/pokedex/zapdos,1.0,https://img.pokemondb.net/artwork/large/zapdos.jpg
146,Moltres,https://pokemondb.net/pokedex/moltres,1.0,https://img.pokemondb.net/artwork/large/moltres.jpg
147,Dratini,https://pokemondb.net/pokedex/dratini,1.0,https://img.pokemondb.net/artwork/large/dratini.jpg
148,Dragonair,https://pokemondb.net/pokedex/dragonair,1.0,https://img.pokemondb.net/artwork/large/dragonair.jpg
149,Dragonite,https://pokemondb.net/pokedex/dragonite,1.0,https://img.pokemondb.net/artwork/large/dragonite.jpg
150,Mewtwo,https://pokemondb.net/pokedex/mewtwo,1.0,https://img.pokemondb.net/artwork/large/mewtwo.jpg
151,Mew,https://pokemondb.net/pokedex/mew,1.0,https://img.pokemondb.net/artwork/large/mew.jpg
152,Chikorita,https://pokemondb.net/pokedex/chikorita,2.0,https://img.pokemondb.net/artwork/large/chikorita.jpg
153,Bayleef,https://pokemondb.net/pokedex/bayleef,2.0,https://img.pokemondb.net/artwork/large/bayleef.jpg
154,Meganium,https://pokemondb.net/pokedex/meganium,2.0,https://img.pokemondb.net/artwork/large/meganium.jpg
155,Cyndaquil,https://pokemondb.net/pokedex/cyndaquil,2.0,https://img.pokemondb.net/artwork/large/cyndaquil.jpg
156,Quilava,https://pokemondb.net/pokedex/quilava,2.0,https://img.pokemondb.net/artwork/large/quilava.jpg
157,Typhlosion,https://pokemondb.net/pokedex/typhlosion,2.0,https://img.pokemondb.net/artwork/large/typhlosion.jpg
158,Totodile,https://pokemondb.net/pokedex/totodile,2.0,https://img.pokemondb.net/artwork/large/totodile.jpg
159,Croconaw,https://pokemondb.net/pokedex/croconaw,2.0,https://img.pokemondb.net/artwork/large/croconaw.jpg
160,Feraligatr,https://pokemondb.net/pokedex/feraligatr,2.0,https://img.pokemondb.net/artwork/large/feraligatr.jpg
161,Sentret,https://pokemondb.net/pokedex/sentret,2.0,https://img.pokemondb.net/artwork/large/sentret.jpg
162,Furret,https://pokemondb.net/pokedex/furret,2.0,https://img.pokemondb.net/artwork/large/furret.jpg
163,Hoothoot,https://pokemondb.net/pokedex/hoothoot,2.0,https://img.pokemondb.net/artwork/large/hoothoot.jpg
164,Noctowl,https://pokemondb.net/pokedex/noctowl,2.0,https://img.pokemondb.net/artwork/large/noctowl.jpg
165,Ledyba,https://pokemondb.net/pokedex/ledyba,2.0,https://img.pokemondb.net/artwork/large/ledyba.jpg
166,Ledian,https://pokemondb.net/pokedex/ledian,2.0,https://img.pokemondb.net/artwork/large/ledian.jpg
167,Spinarak,https://pokemondb.net/pokedex/spinarak,2.0,https://img.pokemondb.net/artwork/large/spinarak.jpg
168,Ariados,https://pokemondb.net/pokedex/ariados,2.0,https://img.pokemondb.net/artwork/large/ariados.jpg
169,Crobat,https://pokemondb.net/pokedex/crobat,2.0,https://img.pokemondb.net/artwork/large/crobat.jpg
170,Chinchou,https://pokemondb.net/pokedex/chinchou,2.0,https://img.pokemondb.net/artwork/large/chinchou.jpg
171,Lanturn,https://pokemondb.net/pokedex/lanturn,2.0,https://img.pokemondb.net/artwork/large/lanturn.jpg
172,Pichu,https://pokemondb.net/pokedex/pichu,2.0,https://img.pokemondb.net/artwork/large/pichu.jpg
173,Cleffa,https://pokemondb.net/pokedex/cleffa,2.0,https://img.pokemondb.net/artwork/large/cleffa.jpg
174,Igglybuff,https://pokemondb.net/pokedex/igglybuff,2.0,https://img.pokemondb.net/artwork/large/igglybuff.jpg
175,Togepi,https://pokemondb.net/pokedex/togepi,2.0,https://img.pokemondb.net/artwork/large/togepi.jpg
176,Togetic,https://pokemondb.net/pokedex/togetic,2.0,https://img.pokemondb.net/artwork/large/togetic.jpg
177,Natu,https://pokemondb.net/pokedex/natu,2.0,https://img.pokemondb.net/artwork/large/natu.jpg
178,Xatu,https://pokemondb.net/pokedex/xatu,2.0,https://img.pokemondb.net/artwork/large/xatu.jpg
179,Mareep,https://pokemondb.net/pokedex/mareep,2.0,https://img.pokemondb.net/artwork/large/mareep.jpg
180,Flaaffy,https://pokemondb.net/pokedex/flaaffy,2.0,https://img.pokemondb.net/artwork/large/flaaffy.jpg
181,Ampharos,https://pokemondb.net/pokedex/ampharos,2.0,https://img.pokemondb.net/artwork/large/ampharos.jpg
182,Bellossom,https://pokemondb.net/pokedex/bellossom,2.0,https://img.pokemondb.net/artwork/large/bellossom.jpg
183,Marill,https://pokemondb.net/pokedex/marill,2.0,https://img.pokemondb.net/artwork/large/marill.jpg
184,Azumarill,https://pokemondb.net/pokedex/azumarill,2.0,https://img.pokemondb.net/artwork/large/azumarill.jpg
185,Sudowoodo,https://pokemondb.net/pokedex/sudowoodo,2.0,https://img.pokemondb.net/artwork/large/sudowoodo.jpg
186,Politoed,https://pokemondb.net/pokedex/politoed,2.0,https://img.pokemondb.net/artwork/large/politoed.jpg
187,Hoppip,https://pokemondb.net/pokedex/hoppip,2.0,https://img.pokemondb.net/artwork/large/hoppip.jpg
188,Skiploom,https://pokemondb.net/pokedex/skiploom,2.0,https://img.pokemondb.net/artwork/large/skiploom.jpg
189,Jumpluff,https://pokemondb.net/pokedex/jumpluff,2.0,https://img.pokemondb.net/artwork/large/jumpluff.jpg
190,Aipom,https://pokemondb.net/pokedex/aipom,2.0,https://img.pokemondb.net/artwork/large/aipom.jpg
191,Sunkern,https://pokemondb.net/pokedex/sunkern,2.0,https://img.pokemondb.net/artwork/large/sunkern.jpg
192,Sunflora,https://pokemondb.net/pokedex/sunflora,2.0,https://img.pokemondb.net/artwork/large/sunflora.jpg
193,Yanma,https://pokemondb.net/pokedex/yanma,2.0,https://img.pokemondb.net/artwork/large/yanma.jpg
194,Wooper,https://pokemondb.net/pokedex/wooper,2.0,https://img.pokemondb.net/artwork/large/wooper.jpg
195,Quagsire,https://pokemondb.net/pokedex/quagsire,2.0,https://img.pokemondb.net/artwork/large/quagsire.jpg
196,Espeon,https://pokemondb.net/pokedex/espeon,2.0,https://img.pokemondb.net/artwork/large/espeon.jpg
197,Umbreon,https://pokemondb.net/pokedex/umbreon,2.0,https://img.pokemondb.net/artwork/large/umbreon.jpg
198,Murkrow,https://pokemondb.net/pokedex/murkrow,2.0,https://img.pokemondb.net/artwork/large/murkrow.jpg
199,Slowking,https://pokemondb.net/pokedex/slowking,2.0,https://img.pokemondb.net/artwork/large/slowking.jpg
200,Misdreavus,https://pokemondb.net/pokedex/misdreavus,2.0,https://img.pokemondb.net/artwork/large/misdreavus.jpg
201,Unown,https://pokemondb.net/pokedex/unown,2.0,https://img.pokemondb.net/artwork/large/unown.jpg
202,Wobbuffet,https://pokemondb.net/pokedex/wobbuffet,2.0,https://img.pokemondb.net/artwork/large/wobbuffet.jpg
203,Girafarig,https://pokemondb.net/pokedex/girafarig,2.0,https://img.pokemondb.net/artwork/large/girafarig.jpg
204,Pineco,https://pokemondb.net/pokedex/pineco,2.0,https://img.pokemondb.net/artwork/large/pineco.jpg
205,Forretress,https://pokemondb.net/pokedex/forretress,2.0,https://img.pokemondb.net/artwork/large/forretress.jpg
206,Dunsparce,https://pokemondb.net/pokedex/dunsparce,2.0,https://img.pokemondb.net/artwork/large/dunsparce.jpg
207,Gligar,https://pokemondb.net/pokedex/gligar,2.0,https://img.pokemondb.net/artwork/large/gligar.jpg
208,Steelix,https://pokemondb.net/pokedex/steelix,2.0,https://img.pokemondb.net/artwork/large/steelix.jpg
209,Snubbull,https://pokemondb.net/pokedex/snubbull,2.0,https://img.pokemondb.net/artwork/large/snubbull.jpg
210,Granbull,https://pokemondb.net/pokedex/granbull,2.0,https://img.pokemondb.net/artwork/large/granbull.jpg
211,Qwilfish,https://pokemondb.net/pokedex/qwilfish,2.0,https://img.pokemondb.net/artwork/large/qwilfish.jpg
212,Scizor,https://pokemondb.net/pokedex/scizor,2.0,https://img.pokemondb.net/artwork/large/scizor.jpg
213,Shuckle,https://pokemondb.net/pokedex/shuckle,2.0,https://img.pokemondb.net/artwork/large/shuckle.jpg
214,Heracross,https://pokemondb.net/pokedex/heracross,2.0,https://img.pokemondb.net/artwork/large/heracross.jpg
215,Sneasel,https://pokemondb.net/pokedex/sneasel,2.0,https://img.pokemondb.net/artwork/large/sneasel.jpg
216,Teddiursa,https://pokemondb.net/pokedex/teddiursa,2.0,https://img.pokemondb.net/artwork/large/teddiursa.jpg
217,Ursaring,https://pokemondb.net/pokedex/ursaring,2.0,https://img.pokemondb.net/artwork/large/ursaring.jpg
218,Slugma,https://pokemondb.net/pokedex/slugma,2.0,https://img.pokemondb.net/artwork/large/slugma.jpg
219,Magcargo,https://pokemondb.net/pokedex/magcargo,2.0,https://img.pokemondb.net/artwork/large/magcargo.jpg
220,Swinub,https://pokemondb.net/pokedex/swinub,2.0,https://img.pokemondb.net/artwork/large/swinub.jpg
221,Piloswine,https://pokemondb.net/pokedex/piloswine,2.0,https://img.pokemondb.net/artwork/large/piloswine.jpg
222,Corsola,https://pokemondb.net/pokedex/corsola,2.0,https://img.pokemondb.net/artwork/large/corsola.jpg
223,Remoraid,https://pokemondb.net/pokedex/remoraid,2.0,https://img.pokemondb.net/artwork/large/remoraid.jpg
224,Octillery,https://pokemondb.net/pokedex/octillery,2.0,https://img.pokemondb.net/artwork/large/octillery.jpg
225,Delibird,https://pokemondb.net/pokedex/delibird,2.0,https://img.pokemondb.net/artwork/large/delibird.jpg
226,Mantine,https://pokemondb.net/pokedex/mantine,2.0,https://img.pokemondb.net/artwork/large/mantine.jpg
227,Skarmory,https://pokemondb.net/pokedex/skarmory,2.0,https://img.pokemondb.net/artwork/large/skarmory.jpg
228,Houndour,https://pokemondb.net/pokedex/houndour,2.0,https://img.pokemondb.net/artwork/large/houndour.jpg
229,Houndoom,https://pokemondb.net/pokedex/houndoom,2.0,https://img.pokemondb.net/artwork/large/houndoom.jpg
230,Kingdra,https://pokemondb.net/pokedex/kingdra,2.0,https://img.pokemondb.net/artwork/large/kingdra.jpg
231,Phanpy,https://pokemondb.net/pokedex/phanpy,2.0,https://img.pokemondb.net/artwork/large/phanpy.jpg
232,Donphan,https://pokemondb.net/pokedex/donphan,2.0,https://img.pokemondb.net/artwork/large/donphan.jpg
233,Porygon2,https://pokemondb.net/pokedex/porygon2,2.0,https://img.pokemondb.net/artwork/large/porygon2.jpg
234,Stantler,https://pokemondb.net/pokedex/stantler,2.0,https://img.pokemondb.net/artwork/large/stantler.jpg
235,Smeargle,https://pokemondb.net/pokedex/smeargle,2.0,https://img.pokemondb.net/artwork/large/smeargle.jpg
236,Tyrogue,https://pokemondb.net/pokedex/tyrogue,2.0,https://img.pokemondb.net/artwork/large/tyrogue.jpg
237,Hitmontop,https://pokemondb.net/pokedex/hitmontop,2.0,https://img.pokemondb.net/artwork/large/hitmontop.jpg
238,Smoochum,https://pokemondb.net/pokedex/smoochum,2.0,https://img.pokemondb.net/artwork/large/smoochum.jpg
239,Elekid,https://pokemondb.net/pokedex/elekid,2.0,https://img.pokemondb.net/artwork/large/elekid.jpg
